date,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h
2014-06-15,131,轻度污染,84,130,29,0.9,25,194
2014-06-16,119,轻度污染,90,125,21,1,23,131
2014-06-17,112,轻度污染,85,132,20,0.8,26,118
2014-06-18,120,轻度污染,67,106,22,0.9,30,182
2014-06-19,112,轻度污染,85,138,37,1.1,43,136
2014-06-20,71,良,51,73,31,1,35,91
2014-06-21,118,轻度污染,89,137,40,1,39,71
2014-06-22,172,中度污染,131,207,98,1.6,59,192
2014-06-23,99,良,71,113,32,1.2,46,159
2014-06-24,195,中度污染,65,129,37,1.1,56,260
2014-06-25,125,轻度污染,84,129,30,0.8,37,187
2014-06-26,115,轻度污染,73,112,17,0.7,26,177
2014-06-27,128,轻度污染,78,130,36,0.8,33,191
2014-06-28,128,轻度污染,43,93,36,0.8,45,191
2014-06-29,122,轻度污染,62,127,61,0.9,58,184
2014-06-30,82,良,48,113,38,0.9,59,138
2014-07-01,105,轻度污染,77,126,29,0.6,31,166
2014-07-02,76,良,56,84,22,0.6,35,122
2014-07-03,103,轻度污染,48,83,18,0.6,40,163
2014-07-04,73,良,44,76,18,0.8,47,128
2014-07-05,116,轻度污染,88,153,40,1.2,55,175
2014-07-06,128,轻度污染,96,175,60,1.3,53,191
2014-07-07,120,轻度污染,91,168,37,1,45,172
2014-07-08,134,轻度污染,96,174,33,0.9,33,197
2014-07-09,156,中度污染,119,240,51,1.2,55,192
2014-07-10,79,良,55,108,49,0.7,58,92
2014-07-11,158,中度污染,81,131,47,0.9,43,223
2014-07-12,120,轻度污染,81,143,28,0.8,48,182
2014-07-13,161,中度污染,63,108,40,0.6,33,226
2014-07-14,127,轻度污染,56,111,25,0.6,27,190
2014-07-15,128,轻度污染,56,118,26,0.8,35,191
2014-07-16,118,轻度污染,63,99,20,0.5,31,180
2014-07-17,104,轻度污染,54,91,21,0.6,32,164
2014-07-18,83,良,41,74,24,0.5,26,140
2014-07-19,98,良,50,87,24,0.7,27,158
2014-07-20,101,轻度污染,55,84,20,0.7,29,161
2014-07-21,92,良,43,87,33,0.6,23,150
2014-07-22,81,良,60,98,50,1.1,37,117
2014-07-23,86,良,64,108,86,1.7,59,78
2014-07-24,178,中度污染,135,222,82,2.1,73,65
2014-07-25,63,良,39,60,24,0.6,25,115
2014-07-26,117,轻度污染,66,114,32,1,47,179
2014-07-27,153,中度污染,75,138,38,0.9,47,218
2014-07-28,170,中度污染,92,159,40,1,33,235
2014-07-29,117,轻度污染,72,120,23,0.7,23,179
2014-07-30,102,轻度污染,47,77,39,0.7,27,162
2014-07-31,190,中度污染,143,252,63,1.9,59,174
2014-08-01,76,良,52,102,28,0.9,43,91
2014-08-02,105,轻度污染,51,96,55,0.8,34,166
2014-08-03,139,轻度污染,61,125,45,0.9,43,203
2014-08-04,157,中度污染,120,228,66,1.2,51,217
2014-08-05,76,良,56,102,79,1.3,55,80
2014-08-06,91,良,68,124,82,1.5,52,106
2014-08-07,125,轻度污染,61,105,54,1,37,187
2014-08-08,129,轻度污染,69,145,92,1.4,62,192
2014-08-09,76,良,56,99,34,1,48,112
2014-08-10,132,轻度污染,74,131,46,1,40,195
2014-08-11,139,轻度污染,92,161,41,1.1,39,203
2014-08-12,125,轻度污染,95,191,88,1.4,61,188
2014-08-13,98,良,61,97,45,0.7,27,157
2014-08-14,124,轻度污染,61,101,29,0.9,34,186
2014-08-15,135,轻度污染,78,135,26,0.8,39,199
2014-08-16,115,轻度污染,58,106,19,0.7,30,176
2014-08-17,71,良,52,91,26,1.2,65,113
2014-08-18,114,轻度污染,86,137,56,1.4,55,99
2014-08-19,157,中度污染,120,208,131,2.2,80,155
2014-08-20,134,轻度污染,84,146,33,1,51,197
2014-08-21,125,轻度污染,75,131,28,0.8,36,187
2014-08-22,118,轻度污染,57,111,34,0.7,34,180
2014-08-23,102,轻度污染,64,114,37,0.8,31,162
2014-08-24,85,良,63,114,36,0.8,38,132
2014-08-25,93,良,49,114,31,0.9,60,152
2014-08-26,83,良,43,115,34,1,83,137
2014-08-27,124,轻度污染,77,167,39,1,59,186
2014-08-28,104,轻度污染,78,135,52,0.9,43,136
2014-08-29,126,轻度污染,84,151,52,0.9,53,189
2014-08-30,142,轻度污染,108,207,46,1.3,59,175
2014-08-31,123,轻度污染,94,150,46,1.2,42,146
2014-09-01,142,轻度污染,109,203,44,1.5,56,148
2014-09-02,89,良,66,125,43,1,52,97
2014-09-03,57,良,37,63,24,0.9,34,104
2014-09-04,103,轻度污染,28,67,36,0.8,45,163
2014-09-05,154,中度污染,53,104,45,0.9,48,219
2014-09-06,117,轻度污染,88,156,30,1,58,166
2014-09-07,134,轻度污染,102,173,34,1.1,47,126
2014-09-08,130,轻度污染,99,172,33,1.2,40,158
2014-09-09,114,轻度污染,84,178,100,2,74,154
2014-09-10,122,轻度污染,86,193,60,1.4,75,184
2014-09-11,77,良,39,104,36,0.8,61,119
2014-09-12,72,良,53,84,29,0.7,39,88
2014-09-13,103,轻度污染,77,131,85,1.2,56,155
2014-09-14,83,良,61,107,34,1,53,103
2014-09-15,78,良,58,95,30,1.1,42,68
2014-09-16,78,良,57,86,27,1.2,47,48
2014-09-17,67,良,48,64,56,1.3,56,51
2014-09-18,144,轻度污染,110,181,71,1.5,67,63
2014-09-19,95,良,71,124,21,1.1,41,113
2014-09-20,82,良,38,69,18,0.7,31,138
2014-09-21,120,轻度污染,69,131,32,1.1,49,182
2014-09-22,144,轻度污染,111,195,33,1.3,62,182
2014-09-23,163,中度污染,124,235,69,1.4,61,137
2014-09-24,146,轻度污染,111,209,85,1.7,56,105
2014-09-25,141,轻度污染,108,204,63,1.7,66,148
2014-09-26,127,轻度污染,97,170,26,1,37,153
2014-09-27,139,轻度污染,106,189,33,1.3,48,137
2014-09-28,231,重度污染,181,292,42,2,68,42
2014-09-29,95,良,71,130,77,1.3,42,98
2014-09-30,80,良,57,110,62,1.2,47,98
2014-10-01,101,轻度污染,75,147,48,1.1,57,107
2014-10-02,143,轻度污染,110,181,50,1.2,51,108
2014-10-03,114,轻度污染,86,163,45,1.4,53,109
2014-10-04,148,轻度污染,113,201,70,1.4,55,98
2014-10-05,125,轻度污染,95,170,55,1.6,45,112
2014-10-06,64,良,29,77,33,1.1,53,95
2014-10-07,98,良,69,147,45,0.9,60,156
2014-10-08,108,轻度污染,82,162,35,1,65,166
2014-10-09,148,轻度污染,114,230,68,1.5,91,168
2014-10-10,164,中度污染,125,239,74,1.8,92,131
2014-10-11,104,轻度污染,67,157,29,1.1,81,154
2014-10-12,96,良,60,141,27,1,53,59
2014-10-13,63,良,30,76,25,0.7,41,75
2014-10-14,94,良,53,139,58,0.9,58,86
2014-10-15,121,轻度污染,75,193,54,0.8,54,105
2014-10-16,76,良,26,101,52,0.9,49,79
2014-10-17,143,轻度污染,109,234,39,0.9,46,188
2014-10-18,147,轻度污染,113,224,38,0.9,55,189
2014-10-19,100,良,75,141,29,0.9,49,156
2014-10-20,147,轻度污染,113,196,63,1.2,63,35
2014-10-21,78,良,51,106,39,0.7,42,99
2014-10-22,101,轻度污染,72,153,46,0.9,76,70
2014-10-23,136,轻度污染,104,176,27,0.7,34,129
2014-10-24,83,良,57,116,23,0.5,21,139
2014-10-25,87,良,51,109,26,0.5,24,144
2014-10-26,115,轻度污染,70,180,56,0.9,47,145
2014-10-27,82,良,31,114,56,0.6,48,72
2014-10-28,126,轻度污染,78,201,69,1.2,90,41
2014-10-29,180,中度污染,136,302,68,1.4,107,29
2014-10-30,202,重度污染,152,277,93,1.8,104,30
2014-10-31,102,轻度污染,77,139,53,0.7,53,32
2014-11-01,116,轻度污染,88,154,23,0.7,56,25
2014-11-02,77,良,40,105,21,0.5,44,63
2014-11-03,85,良,41,121,37,0.6,54,63
2014-11-04,91,良,54,133,43,0.5,39,85
2014-11-05,114,轻度污染,86,179,60,0.8,64,77
2014-11-06,114,轻度污染,81,178,55,0.9,60,36
2014-11-07,66,良,35,83,64,0.5,50,44
2014-11-08,121,轻度污染,92,180,111,0.9,75,23
2014-11-09,178,中度污染,134,223,116,0.9,79,55
2014-11-10,140,轻度污染,107,177,45,0.6,52,80
2014-11-11,125,轻度污染,95,161,53,0.6,44,65
2014-11-12,75,良,26,100,28,0.5,37,60
2014-11-13,93,良,44,137,67,0.8,59,53
2014-11-14,128,轻度污染,86,205,80,1.2,78,49
2014-11-15,175,中度污染,132,281,95,1.6,86,17
2014-11-16,176,中度污染,133,222,54,1.5,64,26
2014-11-17,106,轻度污染,70,162,44,1.2,57,59
2014-11-18,106,轻度污染,66,162,86,1.1,64,47
2014-11-19,128,轻度污染,97,193,75,1.2,60,81
2014-11-20,125,轻度污染,95,178,51,1,46,102
2014-11-21,209,重度污染,159,288,92,1.8,105,62
2014-11-22,368,严重污染,300,474,201,3.9,135,34
2014-11-23,251,重度污染,201,301,84,2.7,93,18
2014-11-24,244,重度污染,194,298,104,2.9,87,23
2014-11-25,114,轻度污染,86,166,71,1.2,68,32
2014-11-26,115,轻度污染,87,155,63,1,48,53
2014-11-27,158,中度污染,120,177,48,1.6,65,26
2014-11-28,80,良,59,90,36,1.1,43,28
2014-11-29,137,轻度污染,104,156,47,1.8,67,18
2014-11-30,143,轻度污染,109,187,56,1.6,57,27
2014-12-01,92,良,26,134,25,0.4,25,53
2014-12-02,76,良,39,102,42,0.8,50,33
2014-12-03,114,轻度污染,86,171,81,1,67,37
2014-12-04,95,良,59,140,65,0.9,57,49
2014-12-05,121,轻度污染,86,192,109,1.4,89,31
2014-12-06,111,轻度污染,79,172,125,1.3,108,31
2014-12-07,229,重度污染,179,288,116,1.6,92,33
2014-12-08,123,轻度污染,86,197,122,1.9,77,30
2014-12-09,150,轻度污染,115,246,115,1.8,79,24
2014-12-10,137,轻度污染,103,225,75,1.2,55,34
2014-12-11,112,轻度污染,52,173,63,1,60,39
2014-12-12,102,轻度污染,70,154,88,1,66,40
2014-12-13,96,良,69,143,131,1,73,34
2014-12-14,123,轻度污染,94,179,114,1.1,68,46
2014-12-15,180,中度污染,136,274,119,1.5,74,28
2014-12-16,80,良,31,110,60,0.7,39,45
2014-12-17,99,良,57,147,127,1,62,31
2014-12-18,108,轻度污染,60,165,70,0.9,43,53
2014-12-19,115,轻度污染,87,172,82,1.3,60,53
2014-12-20,62,良,33,74,58,1,40,33
2014-12-21,79,良,50,108,83,1,45,44
2014-12-22,93,良,57,135,109,1.2,57,33
2014-12-23,101,轻度污染,71,151,83,1.1,61,61
2014-12-24,172,中度污染,131,244,126,2.2,87,31
2014-12-25,107,轻度污染,72,163,97,1.8,74,41
2014-12-26,140,轻度污染,107,211,138,2.1,81,28
2014-12-27,175,中度污染,133,222,121,1.6,71,50
2014-12-28,209,重度污染,159,262,136,1.9,81,42
2014-12-29,139,轻度污染,106,222,126,1.7,77,45
2014-12-30,185,中度污染,139,262,161,2,99,29
2014-12-31,97,良,42,143,37,0.9,38,50
2015-01-01,99,良,55,149,90,1.2,55,41
2015-01-02,124,轻度污染,85,198,117,1.9,75,37
2015-01-03,145,轻度污染,102,240,86,1.4,66,52
2015-01-04,238,重度污染,188,351,182,3.6,157,30
2015-01-05,317,严重污染,267,428,186,4.1,133,9
2015-01-06,69,良,41,89,45,1.3,46,43
2015-01-07,98,良,61,147,90,2,75,26
2015-01-08,133,轻度污染,101,208,110,2,80,30
2015-01-09,253,重度污染,203,350,131,2.9,104,15
2015-01-10,208,重度污染,158,277,115,2.2,94,45
2015-01-11,173,中度污染,131,253,110,2.2,85,33
2015-01-12,118,轻度污染,86,186,105,2.1,79,24
2015-01-13,126,轻度污染,95,202,114,2.2,89,23
2015-01-14,164,中度污染,125,228,116,2.1,81,33
2015-01-15,322,严重污染,272,400,110,2.9,97,13
2015-01-16,308,严重污染,258,382,76,2.4,72,42
2015-01-17,83,良,40,116,59,1.4,58,43
2015-01-18,133,轻度污染,73,217,67,1.3,43,53
2015-01-19,108,轻度污染,51,165,70,1.5,65,50
2015-01-20,109,轻度污染,62,168,61,1.3,57,61
2015-01-21,160,中度污染,122,209,78,2.4,63,37
2015-01-22,79,良,50,107,57,1.5,54,44
2015-01-23,125,轻度污染,95,166,80,1.5,58,66
2015-01-24,249,重度污染,199,327,139,3.2,109,28
2015-01-25,125,轻度污染,95,131,33,1.4,42,21
2015-01-26,176,中度污染,133,186,63,1.9,56,18
2015-01-27,60,良,33,70,50,1,41,45
2015-01-28,80,良,59,108,75,1.3,55,36
2015-01-29,153,中度污染,117,177,99,1.5,59,32
2015-01-30,107,轻度污染,80,128,52,1.2,50,58
2015-01-31,92,良,60,134,76,1.6,71,46
2015-02-01,103,轻度污染,78,149,90,1.7,73,39
2015-02-02,162,中度污染,124,204,144,2.1,90,24
2015-02-03,238,重度污染,188,293,131,2.4,95,33
2015-02-04,137,轻度污染,104,178,66,1.5,55,58
2015-02-05,61,良,34,72,52,1.1,51,56
2015-02-06,85,良,63,114,83,1.1,58,54
2015-02-07,122,轻度污染,91,194,77,1.6,64,45
2015-02-08,67,良,34,85,57,1.3,50,52
