date,AQI,÷ ¡øµ»º∂,PM2.5,PM10,SO2,CO,NO2,O3_8h
2014-05-31,50,”≈,26,50,17,0.7,33,88
2014-06-01,52,¡º,27,53,6,0.9,43,63
2014-06-02,70,¡º,37,52,4,0.7,20,124
2014-06-03,73,¡º,41,61,7,0.7,22,127
2014-06-04,91,¡º,61,101,13,0.8,34,149
2014-06-05,133,«·∂»Œ€»æ,87,137,20,1,46,196
2014-06-06,155,÷–∂»Œ€»æ,78,130,22,0.9,43,220
2014-06-07,173,÷–∂»Œ€»æ,89,149,18,1,44,238
2014-06-08,95,¡º,71,120,14,0.9,36,154
2014-06-09,85,¡º,46,80,15,0.7,25,142
2014-06-10,52,¡º,33,54,11,0.6,24,99
2014-06-11,97,¡º,54,88,18,0.6,33,156
2014-06-12,126,«·∂»Œ€»æ,85,145,27,0.9,52,189
2014-06-13,154,÷–∂»Œ€»æ,72,121,18,0.8,42,219
2014-06-14,181,÷–∂»Œ€»æ,97,165,23,0.9,50,246
2014-06-15,116,«·∂»Œ€»æ,85,143,27,0.9,47,178
2014-06-16,91,¡º,42,86,12,0.7,34,149
2014-06-17,59,¡º,42,59,5,1.2,41,73
2014-06-18,94,¡º,70,100,10,1,36,138
2014-06-19,116,«·∂»Œ€»æ,54,98,19,0.8,41,178
2014-06-20,52,¡º,25,45,6,0.8,37,102
2014-06-21,36,”≈,25,35,4,0.8,35,59
2014-06-22,44,”≈,24,38,8,0.5,31,87
2014-06-23,61,¡º,43,71,13,0.6,42,86
2014-06-24,60,¡º,39,70,9,0.7,41,104
2014-06-25,56,¡º,38,62,8,0.6,43,81
2014-06-26,69,¡º,48,88,7,0.9,56,41
2014-06-27,59,¡º,43,56,9,1,56,47
2014-06-28,70,¡º,51,79,12,0.8,50,86
2014-06-29,69,¡º,50,82,10,0.8,47,79
2014-06-30,80,¡º,59,84,8,0.9,58,76
2014-07-01,93,¡º,69,103,10,1.3,54,99
2014-07-02,78,¡º,57,92,10,1.1,49,60
2014-07-03,89,¡º,45,66,8,0.9,37,147
2014-07-04,128,«·∂»Œ€»æ,98,130,11,1.1,40,113
2014-07-05,76,¡º,56,101,11,1,44,81
2014-07-06,48,”≈,30,46,6,0.9,29,96
2014-07-07,102,«·∂»Œ€»æ,69,103,15,1,39,162
2014-07-08,94,¡º,56,84,9,0.6,27,153
2014-07-09,75,¡º,47,79,8,0.7,27,130
2014-07-10,123,«·∂»Œ€»æ,73,122,11,1,45,185
2014-07-11,98,¡º,74,114,6,1,39,151
2014-07-12,57,¡º,36,63,6,0.7,28,107
2014-07-13,39,”≈,21,26,5,0.8,30,77
2014-07-14,91,¡º,25,41,9,0.7,26,149
2014-07-15,46,”≈,19,29,6,0.7,40,92
2014-07-16,43,”≈,20,43,6,0.7,37,58
2014-07-17,85,¡º,28,63,7,0.6,34,142
2014-07-18,65,¡º,25,54,11,0.5,31,118
2014-07-19,70,¡º,30,61,10,0.5,32,124
2014-07-20,135,«·∂»Œ€»æ,56,103,11,0.7,41,198
2014-07-21,150,«·∂»Œ€»æ,53,96,11,0.6,36,215
2014-07-22,111,«·∂»Œ€»æ,38,70,11,0.6,32,172
2014-07-23,54,¡º,26,54,21,0.5,26,105
2014-07-24,36,”≈,20,36,8,0.5,27,54
2014-07-25,59,¡º,35,57,6,0.7,21,111
2014-07-26,116,«·∂»Œ€»æ,88,114,18,1,38,169
2014-07-27,83,¡º,41,59,7,0.8,31,139
2014-07-28,115,«·∂»Œ€»æ,38,63,10,0.8,30,176
2014-07-29,100,¡º,29,59,11,0.7,29,160
2014-07-30,104,«·∂»Œ€»æ,36,69,14,0.6,28,164
2014-07-31,42,”≈,24,42,9,0.5,21,78
2014-08-01,27,”≈,16,27,8,0.6,22,36
2014-08-02,45,”≈,28,45,6,0.7,18,76
2014-08-03,83,¡º,34,63,9,0.8,25,140
2014-08-04,119,«·∂»Œ€»æ,58,105,14,0.9,39,181
2014-08-05,120,«·∂»Œ€»æ,59,100,12,0.9,45,182
2014-08-06,109,«·∂»Œ€»æ,55,88,9,0.9,39,170
2014-08-07,100,¡º,54,90,12,1,42,160
2014-08-08,60,¡º,34,46,8,0.8,25,112
2014-08-09,71,¡º,44,70,10,0.9,29,125
2014-08-10,56,¡º,40,56,11,0.9,25,102
2014-08-11,87,¡º,65,93,14,1.2,47,79
2014-08-12,56,¡º,40,62,11,0.8,46,67
2014-08-13,88,¡º,40,73,16,0.8,37,145
2014-08-14,45,”≈,27,33,9,1.1,30,90
2014-08-15,42,”≈,28,42,10,1.1,41,56
2014-08-16,74,¡º,54,81,18,1,45,80
2014-08-17,39,”≈,26,36,10,0.8,29,77
2014-08-18,41,”≈,29,33,8,1,37,68
2014-08-19,44,”≈,31,31,9,0.9,42,62
2014-08-20,38,”≈,26,32,10,0.8,40,69
2014-08-21,114,«·∂»Œ€»æ,51,75,12,0.8,31,175
2014-08-22,110,«·∂»Œ€»æ,66,104,16,0.9,41,171
2014-08-23,76,¡º,56,98,14,0.9,43,117
2014-08-24,63,¡º,40,73,12,0.8,30,116
2014-08-25,80,¡º,37,54,10,0.9,21,136
2014-08-26,108,«·∂»Œ€»æ,81,108,17,1.1,34,145
2014-08-27,63,¡º,41,65,15,0.8,41,116
2014-08-28,100,¡º,64,107,20,1,46,160
2014-08-29,63,¡º,46,65,10,0.9,31,106
2014-08-30,98,¡º,70,100,19,1.1,38,158
2014-08-31,109,«·∂»Œ€»æ,64,103,24,0.9,37,170
2014-09-01,57,¡º,41,60,9,0.8,29,101
2014-09-02,54,¡º,35,58,10,0.7,31,91
2014-09-03,47,”≈,24,37,7,0.7,24,94
2014-09-04,113,«·∂»Œ€»æ,62,88,13,0.9,28,174
2014-09-05,162,÷–∂»Œ€»æ,102,141,31,1,47,227
2014-09-06,88,¡º,64,90,16,0.9,33,146
2014-09-07,90,¡º,58,87,16,0.8,32,148
2014-09-08,80,¡º,59,85,17,0.9,30,134
2014-09-09,65,¡º,47,68,12,0.8,27,94
2014-09-10,68,¡º,50,70,12,0.8,29,91
2014-09-11,56,¡º,39,62,16,0.8,34,89
2014-09-12,86,¡º,57,92,22,1,40,143
2014-09-13,47,”≈,33,40,11,1.1,38,70
2014-09-14,51,¡º,30,51,15,0.7,37,67
2014-09-15,49,”≈,19,42,13,0.6,27,98
2014-09-16,53,¡º,29,50,15,0.6,31,103
2014-09-17,104,«·∂»Œ€»æ,47,84,21,0.8,38,164
2014-09-18,59,¡º,32,43,11,0.6,35,111
2014-09-19,48,”≈,34,36,8,0.9,39,59
2014-09-20,96,¡º,49,71,14,1.1,37,155
2014-09-21,64,¡º,26,48,14,0.6,33,117
2014-09-22,43,”≈,23,35,9,0.6,28,85
2014-09-23,28,”≈,10,16,5,0.7,23,56
2014-09-24,50,”≈,28,51,9,0.7,27,93
2014-09-25,94,¡º,70,113,26,0.9,54,151
2014-09-26,101,«·∂»Œ€»æ,75,114,31,0.9,53,161
2014-09-27,120,«·∂»Œ€»æ,74,113,17,0.9,41,182
2014-09-28,108,«·∂»Œ€»æ,64,103,18,0.9,41,169
2014-09-29,74,¡º,54,89,12,1,37,100
2014-09-30,50,”≈,31,50,10,0.7,30,58
2014-10-01,63,¡º,33,63,18,0.6,37,116
2014-10-02,73,¡º,54,85,16,0.8,38,109
2014-10-03,110,«·∂»Œ€»æ,68,101,18,0.9,34,171
2014-10-04,88,¡º,34,66,19,0.5,34,146
2014-10-05,85,¡º,43,81,18,0.7,35,142
2014-10-06,97,¡º,69,106,21,0.9,37,156
2014-10-07,83,¡º,55,87,19,0.8,43,140
2014-10-08,73,¡º,36,61,21,0.6,39,127
2014-10-09,81,¡º,39,63,21,0.6,38,137
2014-10-10,69,¡º,51,82,20,0.7,45,103
2014-10-11,71,¡º,50,80,18,0.7,35,125
2014-10-12,83,¡º,36,77,13,0.6,23,140
2014-10-13,65,¡º,35,81,12,0.6,21,115
2014-10-14,82,¡º,53,104,27,0.8,36,138
2014-10-15,108,«·∂»Œ€»æ,81,137,29,1,62,155
2014-10-16,123,«·∂»Œ€»æ,93,167,32,1.1,75,172
2014-10-17,146,«·∂»Œ€»æ,112,167,39,1.1,53,177
2014-10-18,78,¡º,51,105,33,0.8,51,123
2014-10-19,78,¡º,44,89,24,0.8,50,133
2014-10-20,90,¡º,67,116,23,1,58,142
2014-10-21,110,«·∂»Œ€»æ,83,124,19,1.2,53,84
2014-10-22,88,¡º,66,94,14,1,36,134
2014-10-23,128,«·∂»Œ€»æ,97,139,24,1.1,63,152
2014-10-24,90,¡º,67,110,21,0.9,60,141
2014-10-25,90,¡º,67,117,24,1,68,143
2014-10-26,98,¡º,73,128,18,1.1,66,130
2014-10-27,119,«·∂»Œ€»æ,90,135,21,1,57,116
2014-10-28,66,¡º,32,82,17,0.6,39,117
2014-10-29,64,¡º,45,79,28,0.8,60,112
2014-10-30,87,¡º,64,84,11,1,67,28
2014-10-31,49,”≈,34,43,9,1,54,38
2014-11-01,57,¡º,41,55,12,1.1,42,40
2014-11-02,82,¡º,61,86,19,0.9,32,108
2014-11-03,63,¡º,33,76,25,0.7,51,84
2014-11-04,82,¡º,60,106,23,0.8,65,115
2014-11-05,113,«·∂»Œ€»æ,85,128,20,0.9,68,111
2014-11-06,94,¡º,71,89,15,0.8,44,102
2014-11-07,100,¡º,75,115,21,0.9,57,86
2014-11-08,49,”≈,35,38,11,0.7,47,66
2014-11-09,62,¡º,45,62,15,0.9,51,40
